lesson_id,module_slug,subject,grade_band,total_linked_questions,flagged_linked_questions,blocked_linked_questions,generic_linked_questions,blocked_rate,all_linked_questions_blocked,reason_codes,flagged_question_ids,lesson_title
306,7-science-physical-science-energy-and-heat,Science,7,12,0,0,0,0,false,,,Launch Lesson: Physical Science Energy And Heat
307,7-science-physical-science-kinematics-and-forces,Science,7,36,0,0,0,0,false,,,Launch Lesson: Physical Science Kinematics And Forces
308,7-science-physical-science-waves-and-electromagnetic-spectrum,Science,7,36,0,0,0,0,false,,,Launch Lesson: Physical Science Waves And Electromagnetic Spectrum
309,8-science-earth-and-space-astronomy-stars-galaxies,Science,8,4,0,0,0,0,false,,,Launch Lesson: Earth And Space Astronomy Stars Galaxies
310,8-science-earth-and-space-earth-history,Science,8,36,0,0,0,0,false,,,Launch Lesson: Earth And Space Earth History
311,8-science-earth-and-space-plate-tectonics,Science,8,48,0,0,0,0,false,,,Launch Lesson: Earth And Space Plate Tectonics
312,8-science-earth-and-space-weather-climate-systems,Science,8,8,0,0,0,0,false,,,Launch Lesson: Earth And Space Weather Climate Systems
313,8-science-engineering-practices-data-driven-design,Science,8,36,0,0,0,0,false,,,Launch Lesson: Engineering Practices Data Driven Design
314,8-science-engineering-practices-modeling-and-optimization,Science,8,36,0,0,0,0,false,,,Launch Lesson: Engineering Practices Modeling And Optimization
315,8-science-life-science-cells-and-organelles,Science,8,36,0,0,0,0,false,,,Launch Lesson: Life Science Cells And Organelles
316,8-science-life-science-ecology-and-biodiversity,Science,8,4,0,0,0,0,false,,,Launch Lesson: Life Science Ecology And Biodiversity
317,8-science-life-science-evolution-and-natural-selection,Science,8,12,0,0,0,0,false,,,Launch Lesson: Life Science Evolution And Natural Selection
318,8-science-life-science-genetics-and-heredity,Science,8,36,0,0,0,0,false,,,Launch Lesson: Life Science Genetics And Heredity
319,8-science-life-science-human-body-systems-detailed,Science,8,8,0,0,0,0,false,,,Launch Lesson: Life Science Human Body Systems Detailed
320,8-science-physical-science-chemistry-atoms-bonding-reactions,Science,8,4,0,0,0,0,false,,,Launch Lesson: Physical Science Chemistry Atoms Bonding Reactions
321,8-science-physical-science-energy-and-heat,Science,8,12,0,0,0,0,false,,,Launch Lesson: Physical Science Energy And Heat
322,8-science-physical-science-kinematics-and-forces,Science,8,8,0,0,0,0,false,,,Launch Lesson: Physical Science Kinematics And Forces
323,8-science-physical-science-waves-and-electromagnetic-spectrum,Science,8,8,0,0,0,0,false,,,Launch Lesson: Physical Science Waves And Electromagnetic Spectrum
324,3-social-studies-civics-and-government-citizenship-and-rights,Social Studies,3,16,0,0,0,0,false,,,Citizenship & Rights
325,3-social-studies-economics-and-financial-literacy-markets-intro,Social Studies,3,12,0,0,0,0,false,,,Markets (intro)
326,3-social-studies-economics-and-financial-literacy-producers-consumers,Social Studies,3,8,0,0,0,0,false,,,Producers/Consumers
327,3-social-studies-us-history-exploration-to-civil-war,Social Studies,3,12,0,0,0,0,false,,,Exploration to Civil War
328,3-social-studies-us-history-industrialization-and-immigration,Social Studies,3,16,0,0,0,0,false,,,Industrialization & Immigration
329,3-social-studies-world-history-and-geography-ancient-civilizations,Social Studies,3,12,0,0,0,0,false,,,Ancient Civilizations
330,3-social-studies-world-history-and-geography-world-regions-physical-human,Social Studies,3,4,0,0,0,0,false,,,World Regions (physical/human)
331,4-social-studies-civics-and-government-citizenship-and-rights,Social Studies,4,12,0,0,0,0,false,,,Citizenship & Rights Launch Lesson
332,4-social-studies-civics-and-government-local-state-government,Social Studies,4,16,0,0,0,0,false,,,Local/State Government
333,4-social-studies-economics-and-financial-literacy-markets-intro,Social Studies,4,12,0,0,0,0,false,,,Markets (intro)
334,4-social-studies-economics-and-financial-literacy-producers-consumers,Social Studies,4,8,0,0,0,0,false,,,Producers/Consumers
335,4-social-studies-us-history-exploration-to-civil-war,Social Studies,4,12,0,0,0,0,false,,,Exploration to Civil War
336,4-social-studies-us-history-industrialization-and-immigration,Social Studies,4,16,0,0,0,0,false,,,Industrialization & Immigration
337,4-social-studies-world-history-and-geography-world-regions-physical-human,Social Studies,4,4,0,0,0,0,false,,,World Regions (physical/human)
338,5-social-studies-civics-and-government-citizenship-and-rights,Social Studies,5,16,0,0,0,0,false,,,Citizenship & Rights
339,5-social-studies-civics-and-government-local-state-government,Social Studies,5,16,0,0,0,0,false,,,Local/State Government
340,5-social-studies-economics-and-financial-literacy-markets-intro,Social Studies,5,12,0,0,0,0,false,,,Markets (intro)
341,5-social-studies-economics-and-financial-literacy-producers-consumers,Social Studies,5,8,0,0,0,0,false,,,Producers/Consumers
342,5-social-studies-us-history-exploration-to-civil-war,Social Studies,5,12,0,0,0,0,false,,,Exploration to Civil War
343,5-social-studies-world-history-and-geography-ancient-civilizations,Social Studies,5,12,0,0,0,0,false,,,Ancient Civilizations
344,5-social-studies-world-history-and-geography-world-regions-physical-human,Social Studies,5,4,0,0,0,0,false,,,World Regions (physical/human)
345,6-social-studies-civics-and-government-elections-and-civic-participation,Social Studies,6,16,0,0,0,0,false,,,Elections & Civic Participation
346,6-social-studies-civics-and-government-us-constitution-and-federalism,Social Studies,6,8,0,0,0,0,false,,,US Constitution & Federalism
347,6-social-studies-economics-and-financial-literacy-personal-finance-basics,Social Studies,6,12,0,0,0,0,false,,,Personal Finance Basics
348,6-social-studies-economics-and-financial-literacy-supply-demand-intro,Social Studies,6,12,0,0,0,0,false,,,Supply/Demand (intro)
349,6-social-studies-us-history-postwar-to-present,Social Studies,6,12,0,0,0,0,false,,,Postwar to Present
350,6-social-studies-us-history-reconstruction-to-wwii,Social Studies,6,8,0,0,0,0,false,,,Reconstruction to WWII
351,6-social-studies-world-history-and-geography-global-interactions,Social Studies,6,8,0,0,0,0,false,,,Global Interactions
352,6-social-studies-world-history-and-geography-medieval-to-early-modern,Social Studies,6,16,0,0,0,0,false,,,Medieval to Early Modern
353,7-social-studies-civics-and-government-elections-and-civic-participation,Social Studies,7,16,0,0,0,0,false,,,Elections & Civic Participation
354,7-social-studies-civics-and-government-us-constitution-and-federalism,Social Studies,7,8,0,0,0,0,false,,,US Constitution & Federalism
355,7-social-studies-economics-and-financial-literacy-personal-finance-basics,Social Studies,7,12,0,0,0,0,false,,,Personal Finance Basics
356,7-social-studies-us-history-postwar-to-present,Social Studies,7,12,0,0,0,0,false,,,Postwar to Present
357,7-social-studies-us-history-reconstruction-to-wwii,Social Studies,7,8,0,0,0,0,false,,,Reconstruction to WWII
358,7-social-studies-world-history-and-geography-global-interactions,Social Studies,7,8,0,0,0,0,false,,,Global Interactions
359,7-social-studies-world-history-and-geography-medieval-to-early-modern,Social Studies,7,16,0,0,0,0,false,,,Medieval to Early Modern
360,8-social-studies-civics-and-government-elections-and-civic-participation,Social Studies,8,16,0,0,0,0,false,,,Elections & Civic Participation
361,8-social-studies-civics-and-government-us-constitution-and-federalism,Social Studies,8,8,0,0,0,0,false,,,US Constitution & Federalism
362,8-social-studies-economics-and-financial-literacy-personal-finance-basics,Social Studies,8,12,0,0,0,0,false,,,Personal Finance Basics
363,8-social-studies-economics-and-financial-literacy-supply-demand-intro,Social Studies,8,12,0,0,0,0,false,,,Supply/Demand (intro)
364,8-social-studies-us-history-postwar-to-present,Social Studies,8,12,0,0,0,0,false,,,Postwar to Present
365,8-social-studies-us-history-reconstruction-to-wwii,Social Studies,8,8,0,0,0,0,false,,,Reconstruction to WWII
366,8-social-studies-world-history-and-geography-global-interactions,Social Studies,8,8,0,0,0,0,false,,,Global Interactions
367,6-mathematics-number-operations-ratios-proportional-reasoning,Mathematics,6,4,0,0,0,0,false,,,Ratios and Proportional Reasoning (Grade 6)
368,6-science-earth-space-plate-tectonics,Science,6,16,0,0,0,0,false,,,"Plate Tectonics (Earth & Space Science, Grade 6): Launch Lesson"
371,3-english-language-arts-reading-informational-biographies-pd,English Language Arts,3,792,0,0,0,0,false,,,Biographies (PD)
372,3-english-language-arts-reading-informational-nonfiction-articles-open-licensed,English Language Arts,3,8,0,0,0,0,false,,,Nonfiction Articles (open-licensed)
373,3-english-language-arts-reading-literature-chapter-books-pd,English Language Arts,3,792,0,0,0,0,false,,,Chapter Books (PD)
374,3-english-language-arts-reading-literature-myths-legends-pd,English Language Arts,3,792,0,0,0,0,false,,,Myths/Legends (PD)
375,3-english-language-arts-reading-literature-short-stories-pd,English Language Arts,3,792,0,0,0,0,false,,,Short Stories (PD)
376,3-english-language-arts-speaking-and-listening-presentations-summaries,English Language Arts,3,14,0,0,0,0,false,,,"Presentations, Summaries"
386,4-english-language-arts-writing-and-grammar-paragraphs-narratives-expository-writing-grammar-basics,English Language Arts,4,147,0,0,0,0,false,,,"Paragraphs, Narratives, Expository Writing, Grammar Basics"
393,5-english-language-arts-vocabulary-roots-prefixes-suffixes,English Language Arts,5,4,0,0,0,0,false,,,Roots/Prefixes/Suffixes
397,6-english-language-arts-reading-literature-novellas-short-novels-pd,English Language Arts,6,792,0,0,0,0,false,,,Novellas/Short Novels (PD)
409,7-english-language-arts-vocabulary-academic-vocabulary-greek-latin-roots,English Language Arts,7,8,0,0,0,0,false,,,"Academic Vocabulary, Greek/Latin Roots"
411,8-english-language-arts-reading-informational-historical-documents-pd,English Language Arts,8,792,0,0,0,0,false,,,Historical Documents (PD)
431,3-mathematics-number-and-operations-place-value-thousands-millions,Mathematics,3,42,0,0,0,0,false,,,Place Value (thousands/millions)
437,4-mathematics-geometry-and-measurement-angles-and-lines,Mathematics,4,12,0,0,0,0,false,,,Angles & Lines
447,5-mathematics-data-and-probability-statistics-bar-line-plots,Mathematics,5,42,0,0,0,0,false,,,Bar/Line Plots
474,6-mathematics-number-and-operations-ratios-and-proportional-reasoning,Mathematics,6,12,0,0,0,0,false,,,Ratios & Proportional Reasoning
491,8-mathematics-data-and-probability-statistics-scatterplots-and-correlation,Mathematics,8,216,0,0,0,0,false,,,Scatterplots & Correlation
515,3-science-physical-science-matter-particles,Science,3,36,0,0,0,0,false,,,Launch Lesson: Physical Science Matter Particles
519,4-science-earth-and-space-solar-system-relative-scale,Science,4,12,0,0,0,0,false,,,Launch Lesson: Earth And Space Solar System Relative Scale
535,5-science-engineering-practices-criteria-and-constraints,Science,5,8,0,0,0,0,false,,,Launch Lesson: Engineering Practices Criteria And Constraints
547,6-science-earth-and-space-plate-tectonics,Science,6,56,0,0,0,0,false,,,Launch Lesson: Earth And Space Plate Tectonics
570,7-science-life-science-evolution-and-natural-selection,Science,7,48,0,0,0,0,false,,,Launch Lesson: Life Science Evolution And Natural Selection
583,8-science-engineering-practices-tradeoffs-and-constraints,Science,8,8,0,0,0,0,false,,,Launch Lesson: Engineering Practices Tradeoffs And Constraints
594,3-social-studies-civics-and-government-local-state-government,Social Studies,3,16,0,0,0,0,false,,,Local/State Government
607,4-social-studies-world-history-and-geography-ancient-civilizations,Social Studies,4,12,0,0,0,0,false,,,Ancient Civilizations
614,5-social-studies-us-history-industrialization-and-immigration,Social Studies,5,16,0,0,0,0,false,,,Industrialization & Immigration
628,7-social-studies-economics-and-financial-literacy-supply-demand-intro,Social Studies,7,12,0,0,0,0,false,,,Supply/Demand (intro)
640,8-social-studies-world-history-and-geography-medieval-to-early-modern,Social Studies,8,16,0,0,0,0,false,,,Medieval to Early Modern
641,1-electives-arts-and-music-colors-shapes-in-art,Electives,1,20,0,0,0,0,false,,,Intro: Colors/Shapes in Art
642,1-electives-arts-and-music-rhythm-and-melody,Electives,1,12,0,0,0,0,false,,,Intro: Rhythm & Melody
643,10-electives-arts-and-music-studio-art-design-music-composition-performance,Electives,10,28,0,0,0,0,false,,,"Intro: Studio Art, Design, Music Composition/Performance (Grade 10)"
648,6-electives-arts-and-music-music-theory-intro,Electives,6,660,0,0,0,0,false,,,Intro: Music Theory (intro)
649,1-electives-computer-science-patterns-and-sequencing,Electives,1,16,0,0,0,0,false,,,Intro: Patterns & Sequencing
650,11-electives-computer-science-cs-principles-data-structures-intro-web-dev-basics,Electives,11,24,0,0,0,0,false,,,"Intro: CS Principles, Data Structures (intro), Web Dev Basics (Grade 11)"
651,2-electives-computer-science-algorithms-unplugged,Electives,2,12,0,0,0,0,false,,,Intro: Algorithms (unplugged)
656,10-electives-financial-literacy-elective-investing-basics,Electives,10,24,0,0,0,0,false,,,Intro: Investing Basics (Grade 10)
657,10-electives-financial-literacy-elective-taxes-credit-debt,Electives,10,28,0,0,0,0,false,,,Intro: Taxes/Credit/Debt (Grade 10)
660,1-electives-health-and-pe-movement-safety-hygiene,Electives,1,24,0,0,0,0,false,,,"Intro: Movement, Safety, Hygiene"
661,10-electives-health-and-pe-wellness-mental-health-basics-cpr-aed-awareness,Electives,10,28,0,0,0,0,false,,,"Intro: Wellness, Mental Health Basics, CPR/AED awareness (Grade 10)"
665,1-english-language-arts-reading-informational-simple-nonfiction-animals-places,English Language Arts,1,16,0,0,0,0,false,,,"Intro: Simple Nonfiction (animals, places)"
666,10-english-language-arts-reading-informational-literary-nonfiction-pd-open,English Language Arts,10,24,0,0,0,0,false,,,Intro: Literary Nonfiction (PD/open) (Grade 10)
667,10-english-language-arts-reading-informational-primary-sources-pd,English Language Arts,10,20,0,0,0,0,false,,,Intro: Primary Sources (PD) (Grade 10)
668,10-english-language-arts-reading-informational-rhetoric-and-argument,English Language Arts,10,16,0,0,0,0,false,,,Intro: Rhetoric & Argument (Grade 10)
669,1-english-language-arts-reading-literature-fables-and-folktales-pd,English Language Arts,1,16,0,0,0,0,false,,,Intro: Fables & Folktales (PD)
670,1-english-language-arts-reading-literature-picture-books-pd,English Language Arts,1,8,0,0,0,0,false,,,Intro: Picture Books (PD)
671,10-english-language-arts-reading-literature-american-british-lit-pd-works,English Language Arts,10,24,0,0,0,0,false,,,Intro: American/British Lit (PD works) (Grade 10)
672,10-english-language-arts-reading-literature-poetry-drama-pd,English Language Arts,10,24,0,0,0,0,false,,,Intro: Poetry/Drama (PD) (Grade 10)
673,11-english-language-arts-reading-literature-world-lit-pd-where-possible,English Language Arts,11,24,0,0,0,0,false,,,Intro: World Lit (PD where possible) (Grade 11)
674,2-english-language-arts-reading-literature-poetry-short-forms,English Language Arts,2,16,0,0,0,0,false,,,Intro: Poetry (short forms)
675,1-english-language-arts-speaking-and-listening-show-and-tell-retelling,English Language Arts,1,16,0,0,0,0,false,,,"Intro: Show & Tell, Retelling"
676,10-english-language-arts-speaking-and-listening-seminars-academic-discussions-formal-presentations,English Language Arts,10,20,0,0,0,0,false,,,"Intro: Seminars, Academic Discussions, Formal Presentations (Grade 10)"
677,1-english-language-arts-vocabulary-sight-words-and-phonics,English Language Arts,1,20,0,0,0,0,false,,,Intro: Sight Words & Phonics
678,10-english-language-arts-vocabulary-discipline-specific-terms-test-prep,English Language Arts,10,28,0,0,0,0,false,,,"Intro: Discipline-Specific Terms, Test Prep (Grade 10)"
679,1-english-language-arts-writing-and-grammar-handwriting-sentences-capitalization-punctuation,English Language Arts,1,20,0,0,0,0,false,,,"Intro: Handwriting, Sentences, Capitalization/Punctuation"
680,10-english-language-arts-writing-and-grammar-research-papers-rhetoric-style-mla-apa-basics-grammar-review,English Language Arts,10,24,0,0,0,0,false,,,"Intro: Research Papers, Rhetoric, Style, MLA/APA Basics, Grammar Review (Grade 10)"
681,10-mathematics-algebra-hs-pathways-linear-quadratic-functions,Mathematics,10,24,0,0,0,0,false,,,Intro: Linear/Quadratic Functions (Grade 10)
682,10-mathematics-algebra-hs-pathways-modeling-and-applications,Mathematics,10,20,0,0,0,0,false,,,Intro: Modeling & Applications (Grade 10)
683,10-mathematics-algebra-hs-pathways-piecewise-absolute-value,Mathematics,10,24,0,0,0,0,false,,,Intro: Piecewise/Absolute Value (Grade 10)
684,10-mathematics-algebra-hs-pathways-polynomial-polynomial-identities,Mathematics,10,28,0,0,0,0,false,,,Intro: Polynomial/Polynomial Identities (Grade 10)
685,10-mathematics-algebra-hs-pathways-rational-radical-functions,Mathematics,10,24,0,0,0,0,false,,,Intro: Rational/ Radical Functions (Grade 10)
686,1-mathematics-data-and-probability-statistics-categorize-and-tally,Mathematics,1,16,0,0,0,0,false,,,Intro: Categorize & Tally
687,1-mathematics-data-and-probability-statistics-describe-data-more-less,Mathematics,1,20,0,0,0,0,false,,,Intro: Describe Data (more/less)
688,1-mathematics-data-and-probability-statistics-picture-bar-graphs-intro,Mathematics,1,16,0,0,0,0,false,,,Intro: Picture/Bar Graphs (intro)
689,1-mathematics-data-and-probability-statistics-simple-probability-informal,Mathematics,1,12,0,0,0,0,false,,,Intro: Simple Probability (informal)
690,10-mathematics-data-and-probability-statistics-confidence-intervals-and-hypothesis-tests-intro-hs-stats,Mathematics,10,28,0,0,0,0,false,,,Intro: Confidence Intervals & Hypothesis Tests (intro HS Stats) (Grade 10)
691,10-mathematics-data-and-probability-statistics-descriptive-inferential-statistics,Mathematics,10,20,0,0,0,0,false,,,Intro: Descriptive/Inferential Statistics (Grade 10)
692,10-mathematics-data-and-probability-statistics-normal-distribution,Mathematics,10,24,0,0,0,0,false,,,Intro: Normal Distribution (Grade 10)
693,10-mathematics-data-and-probability-statistics-regression-linear-multiple,Mathematics,10,24,0,0,0,0,false,,,Intro: Regression (linear/multiple) (Grade 10)
694,1-mathematics-geometry-and-measurement-2d-3d-shapes-and-attributes,Mathematics,1,16,0,0,0,0,false,,,Intro: 2D/3D Shapes & Attributes
695,1-mathematics-geometry-and-measurement-perimeter-intro,Mathematics,1,20,0,0,0,0,false,,,Intro: Perimeter (intro)
696,1-mathematics-geometry-and-measurement-time-and-money-intro,Mathematics,1,20,0,0,0,0,false,,,Intro: Time & Money (intro)
697,10-mathematics-geometry-and-measurement-conic-sections,Mathematics,10,28,0,0,0,0,false,,,Intro: Conic Sections (Grade 10)
698,10-mathematics-geometry-and-measurement-euclidean-proofs,Mathematics,10,28,0,0,0,0,false,,,Intro: Euclidean Proofs (Grade 10)
699,10-mathematics-geometry-and-measurement-trigonometry-right-units,Mathematics,10,28,0,0,0,0,false,,,Intro: Trigonometry (right/units) (Grade 10)
700,10-mathematics-geometry-and-measurement-vectors,Mathematics,10,28,0,0,0,0,false,,,Intro: Vectors (Grade 10)
701,11-mathematics-geometry-and-measurement-transformations-advanced,Mathematics,11,36,0,0,0,0,false,,,Intro: Transformations (advanced) (Grade 11)
702,2-mathematics-geometry-and-measurement-length-weight-capacity-non-standard-standard,Mathematics,2,16,0,0,0,0,false,,,Intro: Length/Weight/Capacity (non-standard/standard)
703,1-mathematics-number-and-operations-addition-subtraction-within-20,Mathematics,1,12,0,0,0,0,false,,,Intro: Addition/Subtraction within 20
704,1-mathematics-number-and-operations-compare-numbers,Mathematics,1,16,0,0,0,0,false,,,Intro: Compare Numbers
705,1-mathematics-number-and-operations-counting-and-cardinality,Mathematics,1,16,0,0,0,0,false,,,Intro: Counting & Cardinality
706,1-mathematics-number-and-operations-place-value-tens-ones,Mathematics,1,20,0,0,0,0,false,,,Intro: Place Value (tens/ones)
707,1-mathematics-number-and-operations-skip-counting,Mathematics,1,16,0,0,0,0,false,,,Intro: Skip Counting
708,10-mathematics-number-and-operations-complex-numbers,Mathematics,10,24,0,0,0,0,false,,,Intro: Complex Numbers (Grade 10)
709,10-mathematics-number-and-operations-exponential-logarithmic-functions,Mathematics,10,28,0,0,0,0,false,,,Intro: Exponential/Logarithmic Functions (Grade 10)
710,10-mathematics-number-and-operations-matrices-optional,Mathematics,10,24,0,0,0,0,false,,,Intro: Matrices (optional) (Grade 10)
711,10-mathematics-number-and-operations-polynomial-and-rational-expressions,Mathematics,10,24,0,0,0,0,false,,,Intro: Polynomial & Rational Expressions (Grade 10)
712,10-mathematics-number-and-operations-sequences-and-series,Mathematics,10,28,0,0,0,0,false,,,Intro: Sequences & Series (Grade 10)
713,10-mathematics-precalculus-calculus-advanced-hs-derivatives-intro,Mathematics,10,16,0,0,0,0,false,,,Intro: Derivatives (intro) (Grade 10)
714,10-mathematics-precalculus-calculus-advanced-hs-integrals-intro,Mathematics,10,28,0,0,0,0,false,,,Intro: Integrals (intro) (Grade 10)
715,10-mathematics-precalculus-calculus-advanced-hs-limits,Mathematics,10,28,0,0,0,0,false,,,Intro: Limits (Grade 10)
716,10-mathematics-precalculus-calculus-advanced-hs-parametric-polar-optional,Mathematics,10,28,0,0,0,0,false,,,Intro: Parametric/Polar (optional) (Grade 10)
717,10-mathematics-precalculus-calculus-advanced-hs-trigonometric-identities,Mathematics,10,24,0,0,0,0,false,,,Intro: Trigonometric Identities (Grade 10)
718,1-science-earth-and-space-earth-materials-rocks-soil,Science,1,24,0,0,0,0,false,,,Intro: Earth Materials (rocks/soil)
719,1-science-earth-and-space-sun-moon-stars-patterns,Science,1,16,0,0,0,0,false,,,Intro: Sun/Moon/Stars (patterns)
720,1-science-earth-and-space-weather-and-seasons,Science,1,24,0,0,0,0,false,,,Intro: Weather & Seasons
721,10-science-earth-and-space-astronomy-astrophysics-intro,Science,10,28,0,0,0,0,false,,,Intro: Astronomy/Astrophysics (intro) (Grade 10)
722,10-science-earth-and-space-climate-science,Science,10,28,0,0,0,0,false,,,Intro: Climate Science (Grade 10)
723,10-science-earth-and-space-geology-minerals-rocks,Science,10,32,0,0,0,0,false,,,Intro: Geology (minerals/rocks) (Grade 10)
724,10-science-earth-and-space-oceanography-atmospheric-science,Science,10,24,0,0,0,0,false,,,Intro: Oceanography/Atmospheric Science (Grade 10)
725,1-science-engineering-practices-ask-imagine-plan-create-test-design-cycle,Science,1,20,0,0,0,0,false,,,Intro: Ask/Imagine/Plan/Create/Test (Design Cycle)
726,10-science-engineering-practices-computational-modeling-intro,Science,10,24,0,0,0,0,false,,,Intro: Computational Modeling (intro) (Grade 10)
727,10-science-engineering-practices-experiment-design-and-statistics-in-labs,Science,10,20,0,0,0,0,false,,,Intro: Experiment Design & Statistics in Labs (Grade 10)
728,11-science-engineering-practices-systems-design,Science,11,32,0,0,0,0,false,,,Intro: Systems Design (Grade 11)
729,1-science-life-science-habitats,Science,1,12,0,0,0,0,false,,,Intro: Habitats
730,1-science-life-science-life-cycles,Science,1,20,0,0,0,0,false,,,Intro: Life Cycles
731,1-science-life-science-plants-animals-needs,Science,1,12,0,0,0,0,false,,,Intro: Plants/Animals Needs
732,10-science-life-science-biochemistry-intro,Science,10,28,0,0,0,0,false,,,Intro: Biochemistry (intro) (Grade 10)
733,10-science-life-science-ecology-population-community,Science,10,24,0,0,0,0,false,,,Intro: Ecology (population/community) (Grade 10)
734,10-science-life-science-evolution-advanced,Science,10,24,0,0,0,0,false,,,Intro: Evolution (advanced) (Grade 10)
735,10-science-life-science-molecular-genetics,Science,10,16,0,0,0,0,false,,,Intro: Molecular Genetics (Grade 10)
736,10-science-life-science-physiology,Science,10,24,0,0,0,0,false,,,Intro: Physiology (Grade 10)
737,1-science-physical-science-energy-heat-sun,Science,1,12,0,0,0,0,false,,,Intro: Energy (heat/sun)
738,1-science-physical-science-forces-and-motion-push-pull,Science,1,20,0,0,0,0,false,,,Intro: Forces & Motion (push/pull)
739,1-science-physical-science-light-and-sound,Science,1,20,0,0,0,0,false,,,Intro: Light & Sound
740,1-science-physical-science-matter-properties-solids-liquids-gases,Science,1,20,0,0,0,0,false,,,Intro: Matter Properties (solids/liquids/gases)
741,10-science-physical-science-chemistry-stoichiometry-equilibrium-acids-bases,Science,10,28,0,0,0,0,false,,,Intro: Chemistry: Stoichiometry/Equilibrium/Acids-Bases (Grade 10)
742,10-science-physical-science-electricity-and-magnetism,Science,10,24,0,0,0,0,false,,,Intro: Electricity & Magnetism (Grade 10)
743,10-science-physical-science-mechanics,Science,10,20,0,0,0,0,false,,,Intro: Mechanics (Grade 10)
744,10-science-physical-science-thermodynamics,Science,10,28,0,0,0,0,false,,,Intro: Thermodynamics (Grade 10)
745,10-science-physical-science-waves-and-optics,Science,10,24,0,0,0,0,false,,,Intro: Waves & Optics (Grade 10)
746,1-social-studies-civics-and-government-rules-and-community,Social Studies,1,24,0,0,0,0,false,,,Intro: Rules & Community
747,1-social-studies-civics-and-government-symbols-and-holidays,Social Studies,1,20,0,0,0,0,false,,,Intro: Symbols & Holidays
748,10-social-studies-civics-and-government-comparative-government,Social Studies,10,24,0,0,0,0,false,,,Intro: Comparative Government (Grade 10)
749,10-social-studies-civics-and-government-us-government-institutions-policy,Social Studies,10,24,0,0,0,0,false,,,"Intro: US Government (institutions, policy) (Grade 10)"
750,1-social-studies-economics-and-financial-literacy-needs-vs-wants,Social Studies,1,8,0,0,0,0,false,,,Intro: Needs vs Wants
751,10-social-studies-economics-and-financial-literacy-macro-micro-openstax-where-applicable,Social Studies,10,20,0,0,0,0,false,,,Intro: Macro/Micro (OpenStax where applicable) (Grade 10)
752,10-social-studies-economics-and-financial-literacy-personal-finance-taxes-credit,Social Studies,10,24,0,0,0,0,false,,,"Intro: Personal Finance (taxes, credit) (Grade 10)"
753,2-social-studies-economics-and-financial-literacy-choices-and-trade,Social Studies,2,20,0,0,0,0,false,,,Intro: Choices & Trade
754,1-social-studies-us-history-national-symbols,Social Studies,1,16,0,0,0,0,false,,,Intro: National Symbols
755,1-social-studies-us-history-personal-family-history,Social Studies,1,16,0,0,0,0,false,,,Intro: Personal/Family History
756,11-social-studies-us-history-thematic-ap-style-depth-pd-docs,Social Studies,11,28,0,0,0,0,false,,,Intro: Thematic/AP-style depth (PD docs) (Grade 11)
757,1-social-studies-world-history-and-geography-cultures-intro,Social Studies,1,20,0,0,0,0,false,,,Intro: Cultures (intro)
758,1-social-studies-world-history-and-geography-maps-globes-basic,Social Studies,1,12,0,0,0,0,false,,,Intro: Maps/Globes (basic)
759,10-social-studies-world-history-and-geography-modern-era-globalization-human-geography,Social Studies,10,24,0,0,0,0,false,,,"Intro: Modern Era, Globalization, Human Geography (Grade 10)"
761,11-electives-arts-and-music-studio-art-design-music-composition-performance,Electives,11,28,0,0,0,0,false,,,"Intro: Studio Art, Design, Music Composition/Performance (Grade 11)"
762,11-electives-health-and-pe-wellness-mental-health-basics-cpr-aed-awareness,Electives,11,28,0,0,0,0,false,,,"Intro: Wellness, Mental Health Basics, CPR/AED awareness (Grade 11)"
763,11-english-language-arts-reading-informational-literary-nonfiction-pd-open,English Language Arts,11,24,0,0,0,0,false,,,Intro: Literary Nonfiction (PD/open) (Grade 11)
764,11-english-language-arts-reading-informational-primary-sources-pd,English Language Arts,11,20,0,0,0,0,false,,,Intro: Primary Sources (PD) (Grade 11)
765,11-english-language-arts-reading-literature-poetry-drama-pd,English Language Arts,11,24,0,0,0,0,false,,,Intro: Poetry/Drama (PD) (Grade 11)
766,11-english-language-arts-speaking-and-listening-seminars-academic-discussions-formal-presentations,English Language Arts,11,20,0,0,0,0,false,,,"Intro: Seminars, Academic Discussions, Formal Presentations (Grade 11)"
767,11-english-language-arts-vocabulary-discipline-specific-terms-test-prep,English Language Arts,11,28,0,0,0,0,false,,,"Intro: Discipline-Specific Terms, Test Prep (Grade 11)"
768,11-english-language-arts-writing-and-grammar-research-papers-rhetoric-style-mla-apa-basics-grammar-review,English Language Arts,11,24,0,0,0,0,false,,,"Intro: Research Papers, Rhetoric, Style, MLA/APA Basics, Grammar Review (Grade 11)"
769,11-mathematics-algebra-hs-pathways-linear-quadratic-functions,Mathematics,11,24,0,0,0,0,false,,,Intro: Linear/Quadratic Functions (Grade 11)
770,11-mathematics-algebra-hs-pathways-modeling-and-applications,Mathematics,11,20,0,0,0,0,false,,,Intro: Modeling & Applications (Grade 11)
771,11-mathematics-algebra-hs-pathways-piecewise-absolute-value,Mathematics,11,24,0,0,0,0,false,,,Intro: Piecewise/Absolute Value (Grade 11)
772,11-mathematics-algebra-hs-pathways-polynomial-polynomial-identities,Mathematics,11,28,0,0,0,0,false,,,Intro: Polynomial/Polynomial Identities (Grade 11)
